47,,,,
20,400,0,600,0
40,400,0,600,0
60,400,0,600,0
80,400,0,599,0
100,400,0,598,0
120,400,0,597,0
140,400,0,597,0
160,399,0,597,0
180,399,0,598,0
200,399,0,599,0
220,399,0,600,0
240,399,0,601,0
260,398,0,601,0
280,398,0,601,0
300,398,0,600,0
320,398,0,599,0
340,398,0,598,0
360,398,0,597,0
380,398,0,596,0
400,398,0,595,0
420,398,0,594,0
440,398,0,593,0
460,398,0,592,0
480,398,0,592,0
500,398,0,591,0
520,398,0,590,0
540,398,0,589,0
560,400,0,587,0
580,403,0,586,0
600,405,0,585,0
620,407,0,584,0
640,409,0,582,0
660,412,0,581,0
680,409,0,580,0
700,407,0,579,0
720,404,0,578,0
740,401,0,576,0
760,397,0,575,0
780,394,0,574,0
800,390,0,573,0
820,387,0,569,0
840,385,0,565,0
860,384,0,561,0
880,382,0,557,0
900,380,0,553,0
920,378,0,549,0
940,376,0,546,0
960,374,0,544,0
980,373,0,542,0
1000,372,0,541,0
1020,371,0,539,0
1040,370,0,538,0
1060,369,0,537,0
1080,368,0,535,0
1100,367,0,535,0
1120,365,0,535,0
1140,364,0,535,0
1160,362,0,534,0
1180,361,0,534,0
1200,360,0,534,0
1220,358,0,533,0
1240,358,0,533,0
1260,357,0,533,0
1280,357,0,532,0
1300,357,1.4013E-42,532,0
1320,356,0,531,0
1340,356,0,530,0
1360,356,0,529,0
1380,355,0,528,0
1400,354,0,527,0
1420,353,0,523,0
1440,351,0,520,0
1460,349,0,516,0
1480,347,0,512,0
1500,346,0,509,0
1520,344,0,508,0
1540,341,0,508,0
1560,338,0,507,0
1580,335,0,506,0
1600,333,0,508,0
1620,330,0,510,0
1640,328,0,512,0
1660,325,0,514,0
1680,323,0,514,0
1700,321,0,513,0
1720,319,1.4013E-42,511,0
1740,317,0,509,0
1760,315,0,506,0
1780,313,0,504,0
1800,311,0,502,0
1820,309,0,499,0
1840,307,0,496,0
1860,304,0,493,0
1880,302,0,490,0
1900,300,0,486,0
1920,297,0,483,0
1940,295,0,480,0
1960,292,0,477,0
1980,289,0,474,0
2000,285,0,471,0
2020,282,0,467,0
2040,279,0,464,0
2060,275,0,461,0
2080,272,0,458,0
2100,269,0,455,0
2120,267,1.4013E-42,451,0
2140,265,0,447,0
2160,263,0,443,0
2180,261,0,440,0
2200,259,0,436,0
2220,257,0,432,0
2240,256,0,428,0
2260,254,0,426,0
2280,253,0,423,0
2300,251,0,420,0
2320,249,0,418,0
2340,248,0,415,0
2360,246,0,413,0
2380,245,0,410,0
2400,243,0,407,0
2420,241,0,405,0
2440,240,0,402,0
2460,238,0,400,0
2480,236,0,397,0
2500,235,0,395,0
2520,233,0,392,0
2540,232,0,389,0
2560,230,0,384,0
2580,227,0,378,0
2600,225,1.4013E-42,373,0
2620,223,0,368,0
2640,220,0,363,0
2660,218,0,357,0
2680,215,0,354,0
2700,212,0,352,0
2720,209,0,349,0
2740,205,0,347,0
2760,202,0,344,0
2780,199,0,342,0
2800,196,0,340,0
2820,192,0,337,0
2840,189,0,335,0
2860,186,0,333,0
2880,182,0,330,0
2900,179,0,328,0
2920,176,0,326,0
2940,172,0,323,0
2960,169,0,321,0
2980,165,0,318,0
3000,162,1.4013E-42,314,0
3020,159,0,311,0
3040,156,0,308,0
3060,152,0,306,0
3080,149,0,303,0
3100,146,0,302,0
3120,143,0,301,0
3140,140,0,301,0
3160,138,0,300,0
3180,135,0,300,0
3200,133,0,300,0
3220,130,0,300,0
3240,128,0,300,0
3260,125,0,300,0
3280,123,0,300,0
3300,120,0,301,0
3320,117,0,301,0
3340,114,0,302,0
3360,111,0,303,0
3380,108,0,305,0
3400,105,0,307,0
3420,102,0,309,0
3440,100,1.4013E-42,311,0
3460,98,0,313,0
3480,95,0,316,0
3500,93,0,318,0
3520,91,0,321,0
3540,89,0,324,0
3560,88,0,327,0
3580,87,0,330,0
3600,86,0,333,0
3620,86,0,335,0
3640,85,0,337,0
3660,85,0,339,0
3680,84,0,340,0
3700,84,0,342,0
3720,84,0,343,0
3740,84,0,344,0
3760,84,0,346,0
3780,84,0,347,0
3800,85,0,349,0
3820,87,0,352,0
3840,89,0,354,0
3860,91,0,357,0
3880,94,7.60905E-43,359,0
3900,96,0,361,0
3920,98,0,362,0
3940,101,0,364,0
3960,104,0,365,0
3980,107,0,366,0
4000,110,0,366,0
4020,113,0,366,0
4040,116,0,366,0
4060,119,0,366,0
4080,123,0,367,0
4100,126,0,367,0
4120,130,0,367,0
4140,134,0,367,0
4160,137,0,367,0
4180,141,0,367,0
4200,144,0,366,0
4220,148,0,367,0
4240,151,0,368,0
4260,154,0,369,0
4280,158,0,370,0
4300,161,0,371,0
4320,164,7.69313E-43,373,0
4340,168,0,375,0
4360,171,0,377,0
4380,174,0,379,0
4400,176,0,381,0
4420,179,0,380,0
4440,182,0,378,0
4460,185,0,376,0
4480,188,0,374,0
4500,190,0,372,0
4520,192,0,371,0
4540,194,0,369,0
4560,196,0,367,0
4580,197,0,368,0
4600,198,0,371,0
4620,199,0,374,0
4640,200,0,376,0
4660,201,0,379,0
4680,202,0,382,0
4700,203,0,385,0
4720,205,0,388,0
4740,206,0,392,0
4760,207,0,395,0
4780,208,0,398,0
4800,209,8.40779E-43,401,0
4820,210,0,403,0
4840,211,0,406,0
4860,211,0,407,0
4880,212,0,407,0
4900,213,0,408,0
4920,213,0,408,0
4940,214,0,409,0
4960,215,0,410,0
4980,215,0,411,0
5000,216,0,412,0
5020,218,0,413,0
5040,219,0,414,0
5060,220,0,415,0
