47,,,,
20,475,0,525,0
40,475,0,525,0
60,475,0,525,0
80,475,0,525,0
100,475,0,525,0
120,475,0,525,0
140,475,0,525,0
160,475,0,525,0
180,475,0,525,0
200,475,0,525,0
220,475,0,528,0
240,475,0,530,0
260,475,0,532,0
280,475,0,534,0
300,475,0,536,0
320,475,0,539,0
340,475,0,541,0
360,475,0,543,0
380,475,0,545,0
400,475,0,547,0
420,475,0,549,0
440,475,0,551,0
460,475,0,552,0
480,475,0,554,0
500,475,0,556,0
520,475,0,555,0
540,475,0,555,0
560,475,0,555,0
580,475,0,554,0
600,475,0,554,0
620,475,0,553,0
640,475,0,553,0
660,475,0,552,0
680,475,0,552,0
700,475,0,551,0
720,486,0,551,0
740,498,0,550,0
760,510,0,549,0
780,522,0,548,0
800,534,0,547,0
820,546,0,546,0
840,558,0,545,0
860,570,0,544,0
880,582,0,543,0
900,594,0,542,0
920,606,0,541,0
940,618,0,541,0
960,630,0,541,0
980,637,0,542,0
1000,642,0,542,0
1020,647,0,541,0
1040,653,0,541,0
1060,658,0,541,0
1080,663,0,540,0
1100,668,0,539,0
1120,669,0,538,0
1140,671,0,538,0
1160,672,0,537,0
1180,673,0,536,0
1200,673,0,536,0
1220,673,0,535,0
1240,672,0,535,0
1260,671,0,534,0
1280,670,0,534,0
1300,669,0,533,0
1320,668,0,533,0
1340,666,0,532,0
1360,663,0,531,0
1380,661,0,531,0
1400,658,0,530,0
1420,657,0,529,0
1440,655,0,529,0
1460,653,0,529,0
1480,652,0,528,0
1500,651,0,528,0
1520,650,0,528,0
1540,648,0,528,0
1560,646,0,528,0
1580,644,0,528,0
1600,642,0,528,0
1620,640,0,528,0
1640,638,0,528,0
1660,636,0,528,0
1680,632,0,529,0
1700,627,0,529,0
1720,623,0,530,0
1740,619,0,530,0
1760,614,0,531,0
1780,610,0,531,0
1800,606,0,532,0
1820,601,0,533,0
1840,597,0,534,0
1860,591,0,535,0
1880,585,0,536,0
1900,579,0,537,0
1920,573,0,539,0
1940,567,0,540,0
1960,561,0,542,0
1980,555,0,543,0
2000,549,0,545,0
2020,543,0,548,0
2040,538,0,550,0
2060,532,0,552,0
2080,527,0,555,0
2100,522,0,557,0
2120,516,0,559,0
2140,511,0,560,0
2160,505,0,562,0
2180,500,0,563,0
2200,495,0,564,0
2220,490,0,565,0
2240,486,0,565,0
2260,481,0,565,0
2280,476,0,564,0
2300,471,0,563,0
2320,467,0,563,0
2340,463,0,562,0
2360,460,0,561,0
2380,457,0,559,0
2400,454,0,558,0
2420,452,0,556,0
2440,449,0,554,0
2460,446,0,552,0
2480,445,0,551,0
2500,443,0,549,0
2520,442,0,547,0
2540,440,0,545,0
2560,438,0,543,0
2580,436,0,542,0
2600,435,0,540,0
2620,433,0,538,0
2640,432,0,536,0
2660,430,0,534,0
2680,429,0,532,0
2700,427,0,531,0
2720,425,0,529,0
2740,423,0,527,0
2760,422,0,525,0
2780,420,0,523,0
2800,419,0,522,0
2820,417,0,520,0
2840,416,0,518,0
2860,415,0,516,0
2880,414,0,514,0
2900,413,0,513,0
2920,411,0,510,0
2940,410,0,506,0
2960,408,0,502,0
2980,406,0,497,0
3000,405,0,493,0
3020,403,0,489,0
3040,401,0,485,0
3060,398,0,480,0
3080,396,0,480,0
3100,393,0,479,0
3120,391,0,479,0
3140,389,0,478,0
3160,386,0,478,0
3180,384,0,478,0
3200,382,0,477,0
3220,380,0,477,0
3240,377,0,476,0
3260,375,0,475,0
3280,373,0,474,0
3300,371,0,473,0
3320,368,0,471,0
3340,366,0,470,0
3360,363,0,470,0
3380,361,0,470,0
3400,358,0,470,0
3420,356,0,469,0
3440,354,0,469,0
3460,352,0,469,0
3480,350,0,470,0
3500,348,0,470,0
3520,346,0,470,0
3540,344,0,470,0
3560,342,0,469,0
3580,341,0,469,0
3600,339,0,468,0
3620,338,0,467,0
3640,337,0,466,0
3660,335,0,465,0
3680,334,0,465,0
3700,333,0,463,0
3720,331,0,461,0
3740,330,0,459,0
3760,328,0,457,0
3780,327,0,455,0
3800,325,0,453,0
3820,324,0,452,0
3840,322,0,450,0
3860,321,0,449,0
3880,319,0,448,0
3900,317,0,448,0
3920,315,0,448,0
3940,313,0,448,0
3960,312,0,448,0
3980,310,0,449,0
4000,308,0,449,0
4020,306,0,450,0
4040,304,0,450,0
4060,303,0,451,0
4080,301,0,451,0
4100,300,0,451,0
4120,298,0,451,0
4140,297,0,451,0
4160,295,0,451,0
4180,293,0,451,0
4200,292,0,451,0
4220,291,0,451,0
4240,290,0,451,0
4260,289,0,451,0
4280,289,0,452,0
4300,288,0,452,0
4320,287,0,452,0
4340,287,0,452,0
4360,287,0,453,0
4380,287,0,453,0
4400,288,0,453,0
4420,290,0,453,0
4440,291,0,452,0
4460,292,0,452,0
4480,294,0,451,0
4500,296,0,451,0
4520,297,0,450,0
4540,298,0,449,0
4560,299,0,449,0
4580,300,0,448,0
4600,300,0,447,0
4620,301,0,447,0
4640,301,0,446,0
4660,301,0,446,0
4680,302,0,445,0
4700,302,0,444,0
4720,302,0,444,0
4740,302,0,443,0
4760,301,0,442,0
4780,300,0,445,0
4800,300,0,447,0
4820,299,0,450,0
4840,298,0,453,0
4860,296,0,456,0
4880,295,0,458,0
4900,293,0,461,0
4920,291,0,464,0
4940,289,0,465,0
4960,287,0,467,0
4980,285,0,468,0
5000,282,0,470,0
5020,280,0,471,0
5040,278,0,473,0
5060,275,0,474,0
5080,273,0,476,0
5100,271,0,477,0
5120,269,0,479,0
5140,268,0,481,0
5160,267,0,483,0
