null,null,
rhythm,rhythm,
0,4000,1
5600,9600,1
10340,14340,1
15980,19980,1
21060,25060,1
26100,30100,1
31240,35240,1
36240,40240,1
40980,44980,1
46040,50040,1
50700,54700,1
