47,,,,
20,400,0,600,0
40,400,0,600,0
60,400,0,600,0
80,400,0,600,0
100,400,0,600,0
120,400,0,599,0
140,400,0,599,0
160,400,0,599,0
180,400,0,599,0
200,400,0,599,0
220,400,0,599,0
240,400,0,599,0
260,400,0,599,0
280,400,0,599,0
300,400,0,599,0
320,400,0,599,0
340,400,0,599,0
360,400,0,598,0
380,400,0,598,0
400,400,0,598,0
420,400,0,598,0
440,400,0,598,0
460,400,0,598,0
480,400,0,598,0
500,400,0,598,0
520,400,0,598,0
540,400,0,598,0
560,394,0,598,0
580,388,0,597,0
600,381,0,597,0
620,375,0,597,0
640,369,0,597,0
660,363,0,597,0
680,357,0,597,0
700,351,0,595,0
720,345,0,588,0
740,340,0,581,0
760,336,0,574,0
780,332,0,568,0
800,328,0,561,0
820,324,0,554,0
840,321,0,547,0
860,317,0,541,0
880,317,0,534,0
900,317,0,527,0
920,317,0,520,0
940,317,0,514,0
960,317,0,507,0
980,318,0,500,0
1000,319,0,493,0
1020,320,0,487,0
1040,322,0,480,0
1060,324,0,473,0
1080,325,0,466,0
1100,327,0,460,0
1120,329,0,453,0
1140,331,0,446,0
1160,333,0,439,0
1180,335,0,433,0
1200,337,0,426,0
1220,339,0,419,0
1240,341,0,412,0
1260,342,0,406,0
1280,343,0,398,0
1300,344,0,391,0
1320,344,0,384,0
1340,343,0,377,0
1360,342,0,370,0
1380,341,0,363,0
1400,340,0,362,0
1420,339,0,360,0
1440,338,0,359,0
1460,337,0,357,0
1480,335,0,357,0
1500,334,0,356,0
1520,333,0,357,0
1540,332,0,357,0
1560,331,0,358,0
1580,330,0,358,0
1600,329,0,359,0
1620,328,0,359,0
1640,327,0,360,0
1660,326,0,361,0
1680,325,0,361,0
1700,323,0,361,0
1720,322,0,362,0
1740,321,0,362,0
1760,320,0,362,0
1780,319,0,362,0
1800,318,0,362,0
1820,317,0,362,0
1840,308,0,362,0
1860,300,0,361,0
1880,291,0,361,0
1900,282,0,360,0
1920,273,0,359,0
1940,265,0,358,0
1960,261,0,357,0
1980,257,0,356,0
2000,253,0,355,0
2020,250,0,354,0
2040,246,0,353,0
2060,244,0,352,0
2080,242,0,351,0
2100,241,0,350,0
2120,240,0,349,0
2140,239,0,349,0
2160,239,0,348,0
2180,238,0,347,0
2200,237,0,345,0
2220,236,0,338,0
2240,234,0,332,0
2260,233,0,325,0
2280,232,0,319,0
2300,230,0,313,0
2320,229,0,306,0
2340,227,0,305,0
2360,226,0,304,0
2380,224,0,303,0
2400,222,0,302,0
2420,221,0,302,0
2440,219,0,302,0
2460,217,0,303,0
2480,214,0,303,0
