null,null,
rhythm,rhythm,
0,4000,1
5960,9960,1
10580,14580,1
15180,19180,1
19820,24820,1
25020,29020,1
29640,33640,1
35160,39160,1
40740,44740,1
45360,49360,1
49820,53820,1
