47,x_avt,,x_avt,
25480,379,0,513,0
25500,382,0,514,0
25520,385,0,515,0
25540,388,0,515,0
25560,391,0,516,0
25580,394,0,516,0
25600,397,0,517,0
25620,400,0,517,0
25640,403,0,518,0
25660,408,0,518,0
25680,412,0,518,0
25700,417,0,519,0
25720,422,0,519,0
25740,426,0,520,0
25760,431,0,521,0
25780,435,0,521,0
25800,439,0,522,0
25820,441,0,523,0
25840,442,0,524,0
25860,443,0,524,0
25880,444,0,525,0
25900,445,0,526,0
25920,446,0,526,0
25940,446,0,527,0
25960,445,0,528,0
25980,445,0,528,0
26000,444,0,529,0
26020,443,0,529,0
26040,443,0,530,0
26060,442,0,530,0
26080,441,0,531,0
26100,440,0,532,0
26120,438,0,533,0
26140,437,0,535,0
26160,435,0,536,0
26180,434,0,537,0
26200,433,0,538,0
26220,431,0,540,0
26240,430,0,542,0
26260,429,0,543,0
26280,428,0,545,0
26300,428,0,547,0
26320,427,0,549,0
26340,427,0,550,0
26360,426,0,552,0
26380,426,0,553,0
26400,425,0,554,0
26420,425,0,555,0
26440,425,0,555,0
26460,424,0,556,0
26480,424,0,556,0
26500,424,0,557,0
26520,423,0,557,0
26540,423,0,558,0
26560,422,0,558,0
26580,421,0,558,0
26600,420,0,559,0
26620,419,0,559,0
26640,417,0,560,0
26660,416,0,561,0
26680,415,0,561,0
26700,414,0,562,0
26720,413,0,564,0
26740,412,0,565,0
26760,410,0,566,0
26780,409,0,567,0
26800,408,0,568,0
26820,406,0,568,0
26840,405,0,568,0
26860,403,0,567,0
26880,402,0,566,0
26900,401,0,566,0
26920,400,0,565,0
26940,399,0,564,0
26960,399,0,563,0
26980,398,0,563,0
27000,397,0,562,0
27020,397,0,561,0
27040,396,0,561,0
27060,396,0,559,0
27080,395,0,557,0
27100,395,0,555,0
27120,395,0,552,0
27140,394,0,550,0
27160,394,0,547,0
27180,393,0,545,0
27200,393,0,542,0
27220,393,0,540,0
27240,392,0,538,0
27260,391,0,537,0
27280,390,0,535,0
27300,389,0,533,0
27320,388,0,531,0
27340,387,0,530,0
27360,386,0,528,0
27380,385,0,526,0
27400,383,0,525,0
27420,382,0,523,0
27440,381,0,522,0
27460,380,0,520,0
27480,378,0,519,0
27500,377,0,517,0
27520,375,0,516,0
27540,374,0,515,0
27560,373,0,513,0
27580,371,0,512,0
27600,369,0,511,0
27620,367,0,509,0
27640,365,0,508,0
27660,363,0,507,0
27680,360,0,505,0
27700,358,0,504,0
27720,356,0,503,0
27740,354,0,501,0
27760,352,0,500,0
27780,351,0,499,0
27800,349,0,497,0
27820,347,0,496,0
27840,346,0,495,0
27860,344,0,493,0
27880,343,0,492,0
27900,341,0,491,0
27920,340,0,489,0
27940,339,0,488,0
27960,338,0,487,0
27980,338,0,486,0
28000,337,0,484,0
28020,336,0,483,0
28040,335,0,482,0
28060,334,0,480,0
28080,334,0,479,0
28100,333,0,477,0
28120,333,0,472,0
28140,333,0,467,0
28160,333,0,462,0
28180,333,0,457,0
28200,333,0,452,0
28220,333,0,447,0
28240,333,0,445,0
28260,333,0,444,0
28280,332,0,443,0
28300,332,0,442,0
28320,332,0,441,0
28340,332,0,440,0
28360,331,0,440,0
28380,331,0,439,0
28400,330,0,438,0
28420,330,0,438,0
28440,329,0,437,0
28460,328,0,436,0
28480,326,0,435,0
28500,325,0,434,0
28520,323,0,433,0
28540,322,0,432,0
28560,320,0,431,0
28580,319,0,430,0
28600,317,0,430,0
28620,316,0,429,0
28640,314,0,428,0
28660,312,0,427,0
28680,310,0,427,0
28700,309,0,426,0
28720,308,0,425,0
28740,306,0,425,0
28760,305,0,424,0
28780,304,0,423,0
28800,304,0,422,0
28820,303,0,422,0
28840,303,0,421,0
28860,303,0,420,0
28880,303,0,419,0
28900,303,0,418,0
28920,303,0,416,0
28940,303,0,415,0
28960,304,0,414,0
28980,305,0,412,0
29000,305,0,411,0
29020,306,0,410,0
29040,307,0,408,0
29060,308,0,407,0
29080,309,0,406,0
29100,310,0,405,0
29120,311,0,404,0
29140,312,0,404,0
29160,313,0,403,0
29180,314,0,402,0
29200,315,0,401,0
29220,315,0,400,0
29240,315,0,399,0
29260,316,0,398,0
29280,316,0,397,0
29300,316,0,396,0
29320,316,0,393,0
29340,315,0,390,0
29360,314,0,386,0
29380,312,0,383,0
29400,311,0,379,0
29420,309,0,376,0
29440,308,0,372,0
29460,306,0,370,0
29480,305,0,369,0
29500,303,0,367,0
29520,301,0,366,0
29540,299,0,364,0
29560,297,0,363,0
29580,295,0,361,0
29600,293,0,360,0
29620,290,0,359,0
29640,288,0,358,0
29660,286,0,358,0
29680,284,0,357,0
29700,283,0,356,0
29720,281,0,356,0
29740,279,0,355,0
29760,277,0,354,0
29780,275,0,354,0
29800,273,0,353,0
29820,271,0,352,0
29840,269,0,352,0
29860,267,0,353,0
29880,264,0,353,0
29900,262,0,354,0
29920,259,0,355,0
29940,257,0,356,0
29960,255,0,357,0
29980,252,0,358,0
30000,251,0,359,0
30020,250,0,361,0
30040,249,0,363,0
30060,248,0,364,0
30080,247,0,365,0
30100,247,0,367,0
30120,246,0,368,0
30140,245,0,369,0
30160,244,0,371,0
30180,243,0,372,0
30200,242,0,374,0
30220,242,0,376,0
30240,241,0,378,0
30260,240,0,380,0
30280,239,0,381,0
30300,238,0,383,0
30320,237,0,385,0
30340,236,0,386,0
30360,235,0,387,0
30380,234,0,389,0
30400,233,0,390,0
30420,232,0,391,0
30440,231,0,393,0
30460,230,0,394,0
30480,229,0,396,0
30500,229,0,397,0
30520,229,0,398,0
30540,228,0,400,0
30560,228,0,401,0
30580,228,0,403,0
30600,229,0,404,0
30620,230,0,406,0
30640,231,0,407,0
30660,232,0,408,0
30680,233,0,409,0
30700,234,0,411,0
30720,235,0,412,0
30740,236,0,413,0
30760,238,0,414,0
30780,240,0,415,0
30800,242,0,416,0
30820,244,0,416,0
30840,246,0,417,0
30860,248,0,417,0
30880,250,0,417,0
30900,253,0,418,0
30920,255,0,419,0
30940,257,0,419,0
30960,260,0,420,0
30980,262,0,420,0
31000,264,0,420,0
31020,266,0,421,0
31040,268,0,421,0
31060,270,0,421,0
31080,271,0,422,0
31100,273,0,422,0
31120,275,0,423,0
31140,277,0,424,0
31160,279,0,424,0
31180,280,0,425,0
31200,282,0,426,0
31220,284,0,427,0
31240,286,0,429,0
31260,287,0,430,0
31280,289,0,431,0
31300,291,0,432,0
31320,293,0,433,0
31340,295,0,434,0
31360,296,0,434,0
31380,298,0,435,0
31400,299,0,437,0
31420,301,0,438,0
31440,302,0,439,0
31460,302,0,440,0
31480,303,0,441,0
31500,304,0,442,0
31520,304,0,444,0
31540,305,0,446,0
31560,305,0,447,0
31580,305,0,449,0
31600,306,0,451,0
31620,306,0,452,0
31640,306,0,454,0
31660,307,0,455,0
31680,307,0,457,0
31700,307,0,458,0
31720,307,0,460,0
31740,307,0,461,0
31760,307,0,462,0
31780,307,0,464,0
31800,307,0,465,0
31820,307,0,467,0
31840,308,0,468,0
31860,308,0,470,0
31880,310,0,471,0
31900,311,0,472,0
31920,313,0,474,0
31940,314,0,475,0
31960,315,0,477,0
31980,317,0,478,0
32000,319,0,480,0
32020,321,0,481,0
32040,323,0,482,0
32060,325,0,484,0
32080,327,0,485,0
32100,329,0,487,0
32120,331,0,488,0
32140,333,0,490,0
32160,334,0,491,0
32180,336,0,492,0
32200,338,0,494,0
32220,340,0,495,0
32240,341,0,496,0
32260,343,0,498,0
32280,344,0,499,0
32300,345,0,501,0
32320,347,0,503,0
32340,348,0,505,0
32360,349,0,507,0
32380,350,0,509,0
32400,352,0,510,0
32420,353,0,512,0
32440,355,0,514,0
32460,357,0,516,0
32480,358,0,518,0
32500,360,0,520,0
32520,362,0,522,0
32540,363,0,524,0
32560,365,0,526,0
32580,367,0,528,0
32600,368,0,531,0
32620,370,0,534,0
32640,371,0,537,0
32660,373,0,540,0
32680,374,0,542,0
32700,375,0,545,0
32720,376,0,548,0
32740,377,0,550,0
32760,378,0,551,0
32780,379,0,552,0
32800,381,0,553,0
32820,382,0,555,0
32840,384,0,556,0
32860,385,0,557,0
32880,386,0,558,0
32900,388,0,559,0
32920,390,0,560,0
32940,391,0,560,0
32960,393,0,561,0
32980,394,0,562,0
33000,396,0,563,0
33020,397,0,563,0
33040,398,0,564,0
33060,399,0,565,0
33080,400,0,566,0
33100,401,0,567,0
33120,402,0,568,0
33140,402,0,569,0
33160,403,0,569,0
33180,404,0,570,0
33200,404,0,571,0
33220,405,0,571,0
33240,406,0,572,0
33260,407,0,572,0
33280,408,0,572,0
33300,409,0,572,0
33320,410,0,572,0
33340,411,0,571,0
33360,413,0,571,0
33380,414,0,570,0
33400,415,0,569,0
33420,416,0,569,0
33440,418,0,568,0
33460,419,0,567,0
33480,419,0,566,0
33500,419,0,564,0
33520,420,0,563,0
33540,420,0,562,0
33560,420,0,560,0
33580,420,0,559,0
33600,419,0,558,0
33620,419,0,556,0
33640,419,0,555,0
33660,419,0,554,0
33680,419,0,552,0
33700,419,0,551,0
33720,419,0,549,0
33740,418,0,548,0
33760,417,0,547,0
33780,417,0,545,0
33800,416,0,544,0
33820,415,0,543,0
33840,415,0,542,0
33860,413,0,541,0
33880,412,0,540,0
33900,411,0,539,0
33920,409,0,538,0
33940,408,0,537,0
33960,406,0,536,0
33980,405,0,535,0
34000,404,0,534,0
34020,402,0,533,0
34040,401,0,532,0
34060,400,0,531,0
34080,399,0,530,0
34100,398,0,529,0
34120,397,0,528,0
34140,396,0,527,0
34160,396,0,527,0
34180,395,0,526,0
34200,394,0,525,0
34220,393,0,524,0
34240,391,0,523,0
34260,389,0,522,0
34280,388,0,521,0
34300,386,0,520,0
34320,384,0,519,0
34340,382,0,518,0
34360,380,0,517,0
34380,378,0,513,0
34400,376,0,509,0
34420,374,0,505,0
34440,372,0,501,0
34460,370,0,497,0
34480,368,0,493,0
34500,366,0,489,0
34520,364,0,485,0
34540,362,0,483,0
34560,360,0,482,0
34580,358,0,480,0
34600,356,0,479,0
34620,354,0,477,0
34640,351,0,476,0
34660,349,0,474,0
34680,346,0,473,0
34700,343,0,472,0
34720,341,0,471,0
34740,338,0,469,0
34760,335,0,468,0
34780,333,0,467,0
34800,330,0,466,0
34820,327,0,465,0
34840,325,0,464,0
34860,322,0,463,0
34880,319,0,462,0
34900,317,0,461,0
34920,314,0,460,0
34940,311,0,460,0
34960,309,0,459,0
34980,306,0,459,0
35000,303,0,459,0
35020,301,0,459,0
35040,298,0,459,0
35060,295,0,459,0
35080,293,0,459,0
35100,290,0,459,0
35120,287,0,459,0
35140,285,0,458,0
35160,281,0,458,0
35180,275,0,458,0
35200,269,0,458,0
35220,263,0,457,0
35240,256,0,457,0
35260,250,0,457,0
35280,244,0,457,0
35300,242,0,456,0
35320,241,0,456,0
35340,240,0,455,0
35360,240,0,455,0
35380,239,0,454,0
35400,239,0,454,0
35420,239,0,454,0
35440,238,0,454,0
35460,237,0,453,0
35480,236,0,453,0
35500,235,0,452,0
35520,234,0,451,0
35540,233,0,451,0
35560,233,0,450,0
35580,232,0,450,0
35600,231,0,449,0
35620,232,0,448,0
35640,232,0,448,0
35660,232,0,447,0
35680,232,0,446,0
35700,232,0,445,0
35720,233,0,445,0
35740,233,0,444,0
35760,233,0,443,0
35780,233,0,443,0
35800,233,0,442,0
35820,234,0,441,0
35840,234,0,441,0
35860,234,0,440,0
35880,234,0,438,0
35900,234,0,437,0
35920,235,0,436,0
35940,236,0,435,0
35960,237,0,434,0
35980,239,0,432,0
36000,240,0,431,0
36020,240,0,430,0
36040,240,0,429,0
36060,240,0,428,0
36080,239,0,426,0
36100,239,0,425,0
36120,239,0,424,0
36140,239,0,423,0
36160,239,0,420,0
36180,239,0,417,0
36200,239,0,414,0
36220,239,0,411,0
36240,238,0,409,0
36260,238,0,406,0
36280,238,0,403,0
36300,238,0,400,0
36320,238,0,399,0
36340,238,0,397,0
36360,238,0,396,0
36380,237,0,394,0
36400,237,0,393,0
36420,237,0,391,0
36440,237,0,390,0
36460,237,0,388,0
36480,237,0,386,0
36500,237,0,385,0
36520,237,0,383,0
36540,236,0,381,0
36560,236,0,379,0
36580,236,0,378,0
36600,236,0,376,0
36620,236,0,374,0
36640,236,0,372,0
36660,236,0,371,0
36680,236,0,369,0
36700,235,0,367,0
36720,235,0,365,0
36740,235,0,364,0
36760,235,0,362,0
36780,475,0,525,0
36800,475,0,525,0
36820,475,0,525,0
36840,475,0,525,0
36860,475,0,525,0
36880,475,0,525,0
36900,475,0,525,0
36920,475,0,525,0
36940,475,0,525,0
36960,475,0,525,0
36980,475,0,525,0
37000,475,0,524,0
37020,475,0,522,0
37040,475,0,520,0
37060,475,0,517,0
37080,473,0,516,0
37100,471,0,515,0
37120,468,0,515,0
37140,465,0,515,0
37160,462,0,514,0
37180,460,0,514,0
37200,457,0,514,0
37220,454,0,513,0
37240,451,0,513,0
37260,449,0,512,0
37280,446,0,510,0
37300,443,0,509,0
37320,440,0,507,0
37340,437,0,506,0
37360,435,0,504,0
37380,432,0,502,0
37400,429,0,501,0
37420,426,0,499,0
37440,423,0,498,0
37460,418,0,496,0
37480,413,0,494,0
37500,408,0,492,0
37520,403,0,491,0
37540,398,0,489,0
37560,394,0,487,0
37580,389,0,486,0
37600,383,0,485,0
37620,377,0,483,0
37640,374,0,482,0
37660,371,0,481,0
37680,368,0,479,0
37700,366,0,478,0
37720,363,0,477,0
37740,360,0,476,0
37760,357,0,474,0
37780,355,0,472,0
37800,353,0,471,0
37820,351,0,469,0
37840,349,0,467,0
37860,347,0,466,0
37880,345,0,464,0
37900,342,0,462,0
37920,340,0,460,0
37940,339,0,459,0
37960,337,0,457,0
37980,335,0,455,0
38000,333,0,454,0
38020,332,0,452,0
38040,330,0,450,0
38060,328,0,448,0
38080,326,0,447,0
38100,325,0,445,0
38120,323,0,443,0
38140,321,0,441,0
38160,319,0,440,0
38180,318,0,438,0
38200,316,0,436,0
38220,314,0,434,0
38240,312,0,433,0
38260,311,0,431,0
38280,309,0,429,0
38300,307,0,428,0
38320,305,0,426,0
38340,304,0,424,0
38360,302,0,422,0
38380,300,0,421,0
38400,298,0,418,0
38420,297,0,413,0
38440,295,0,409,0
38460,293,0,404,0
38480,291,0,399,0
38500,290,0,395,0
38520,288,0,391,0
38540,286,0,386,0
38560,284,0,382,0
38580,283,0,382,0
38600,281,0,383,0
38620,279,0,383,0
38640,277,0,384,0
38660,276,0,384,0
38680,274,0,525,0
38700,475,0,525,0
38720,475,0,525,0
38740,475,0,525,0
38760,475,0,525,0
38780,475,0,525,0
38800,475,0,525,0
38820,475,0,525,0
38840,475,0,525,0
38860,475,0,525,0
38880,475,0,525,0
38900,475,0,526,0
38920,475,0,525,0
38940,475,0,525,0
38960,475,0,525,0
38980,475,0,524,0
39000,475,0,524,0
39020,471,0,524,0
39040,468,0,523,0
39060,464,0,523,0
39080,461,0,522,0
39100,457,0,522,0
39120,454,0,521,0
39140,451,0,520,0
39160,448,0,519,0
39180,446,0,518,0
39200,444,0,517,0
39220,441,0,516,0
39240,439,0,515,0
39260,437,0,514,0
39280,435,0,513,0
39300,432,0,511,0
39320,431,0,510,0
39340,429,0,510,0
39360,428,0,509,0
39380,427,0,509,0
39400,426,0,508,0
39420,424,0,508,0
39440,423,0,508,0
39460,422,0,508,0
39480,421,0,508,0
39500,419,0,507,0
39520,418,0,507,0
39540,417,0,507,0
39560,416,0,507,0
39580,414,0,507,0
39600,413,0,508,0
39620,412,0,508,0
39640,411,0,508,0
39660,409,0,508,0
39680,408,0,508,0
39700,407,0,508,0
39720,405,0,508,0
39740,404,0,508,0
39760,403,0,508,0
39780,402,0,508,0
39800,400,0,508,0
39820,475,0,525,0
39840,475,0,525,0
39860,475,0,525,0
39880,475,0,525,0
39900,475,0,525,0
39920,475,0,525,0
39940,475,0,525,0
39960,475,0,525,0
39980,475,0,525,0
40000,475,0,525,0
40020,475,0,525,0
40040,474,0,525,0
40060,471,0,525,0
40080,469,0,525,0
40100,466,0,525,0
40120,463,0,525,0
40140,461,0,525,0
40160,458,0,525,0
40180,456,0,525,0
40200,453,0,525,0
40220,451,0,525,0
40240,449,0,525,0
40260,446,0,525,0
40280,444,0,525,0
40300,441,0,525,0
40320,439,0,525,0
40340,437,0,525,0
40360,434,0,525,0
40380,431,0,525,0
40400,428,0,525,0
40420,425,0,525,0
40440,422,0,525,0
40460,419,0,525,0
40480,417,0,525,0
40500,414,0,525,0
40520,412,0,525,0
40540,411,0,525,0
40560,409,0,525,0
40580,407,0,525,0
40600,406,0,525,0
40620,405,0,525,0
40640,403,0,525,0
40660,402,0,525,0
40680,401,0,525,0
40700,400,0,525,0
40720,399,0,525,0
40740,398,0,525,0
40760,397,0,525,0
40780,396,0,525,0
40800,395,0,525,0
40820,395,0,525,0
40840,395,0,525,0
40860,395,0,525,0
40880,395,0,523,0
40900,394,0,519,0
40920,395,0,514,0
40940,396,0,509,0
40960,396,0,504,0
40980,397,0,499,0
41000,397,0,498,0
41020,398,0,496,0
41040,398,0,495,0
41060,399,0,493,0
41080,398,0,492,0
41100,398,0,490,0
41120,398,0,489,0
41140,398,0,487,0
41160,398,0,486,0
41180,397,0,484,0
41200,397,0,483,0
41220,396,0,481,0
41240,396,0,480,0
41260,395,0,478,0
41280,394,0,477,0
41300,393,0,475,0
41320,392,0,474,0
41340,392,0,472,0
41360,391,0,471,0
41380,389,0,469,0
41400,388,0,468,0
41420,386,0,466,0
41440,384,0,465,0
41460,383,0,463,0
41480,381,0,462,0
41500,379,0,460,0
41520,378,0,459,0
41540,376,0,457,0
41560,374,0,456,0
41580,373,0,454,0
41600,371,0,450,0
41620,369,0,445,0
41640,367,0,440,0
41660,366,0,436,0
41680,364,0,431,0
41700,362,0,427,0
41720,361,0,422,0
41740,359,0,418,0
41760,358,0,416,0
41780,356,0,415,0
41800,355,0,414,0
41820,353,0,412,0
41840,352,0,411,0
41860,350,0,409,0
41880,349,0,408,0
41900,348,0,406,0
41920,347,0,405,0
41940,346,0,404,0
41960,345,0,403,0
41980,344,0,402,0
42000,343,0,400,0
42020,341,0,399,0
42040,340,0,398,0
42060,339,0,397,0
42080,338,0,396,0
42100,336,0,395,0
42120,334,0,394,0
42140,332,0,394,0
42160,329,0,393,0
42180,327,0,392,0
42200,325,0,391,0
42220,323,0,390,0
42240,321,0,390,0
42260,320,0,389,0
42280,318,0,388,0
42300,316,0,387,0
42320,314,0,387,0
42340,313,0,386,0
42360,311,0,386,0
42380,309,0,385,0
42400,307,0,384,0
42420,305,0,383,0
42440,303,0,382,0
42460,301,0,381,0
42480,299,0,380,0
42500,297,0,379,0
42520,295,0,378,0
42540,293,0,377,0
42560,291,0,376,0
42580,289,0,375,0
42600,286,0,374,0
42620,284,0,373,0
42640,282,0,372,0
42660,280,0,372,0
42680,278,0,371,0
42700,276,0,370,0
42720,274,0,370,0
42740,272,0,369,0
42760,269,0,368,0
42780,267,0,368,0
42800,264,0,367,0
42820,261,0,366,0
42840,258,0,366,0
42860,256,0,365,0
42880,253,0,365,0
42900,250,0,365,0
42920,247,0,365,0
42940,245,0,365,0
42960,242,0,366,0
42980,239,0,366,0
43000,236,0,367,0
43020,234,0,368,0
43040,231,0,369,0
43060,228,0,370,0
43080,226,0,370,0
43100,223,0,372,0
43120,218,0,373,0
43140,213,0,374,0
43160,209,0,375,0
43180,204,0,377,0
43200,199,0,378,0
43220,195,0,379,0
43240,191,0,381,0
43260,189,0,383,0
43280,187,0,385,0
43300,186,0,386,0
43320,185,0,388,0
43340,184,0,390,0
43360,182,0,392,0
43380,181,0,394,0
43400,181,0,395,0
43420,180,0,397,0
43440,179,0,398,0
43460,179,0,400,0
43480,179,0,401,0
43500,180,0,402,0
43520,181,0,404,0
43540,182,0,405,0
43560,184,0,406,0
43580,185,0,408,0
43600,187,0,409,0
43620,188,0,410,0
43640,189,0,411,0
43660,190,0,412,0
43680,191,0,413,0
43700,192,0,414,0
43720,193,0,415,0
43740,193,0,416,0
43760,194,0,417,0
43780,195,0,418,0
43800,196,0,418,0
43820,197,0,419,0
43840,198,0,420,0
43860,200,0,421,0
43880,201,0,421,0
43900,203,0,422,0
43920,204,0,423,0
43940,206,0,423,0
43960,207,0,424,0
43980,209,0,425,0
44000,210,0,426,0
44020,212,0,426,0
44040,214,0,427,0
44060,215,0,428,0
44080,217,0,428,0
44100,218,0,429,0
44120,220,0,430,0
44140,221,0,430,0
44160,223,0,431,0
44180,224,0,432,0
44200,226,0,432,0
44220,228,0,433,0
44240,229,0,434,0
44260,231,0,435,0
44280,232,0,435,0
44300,234,0,434,0
44320,235,0,433,0
44340,237,0,432,0
44360,238,0,431,0
44380,240,0,430,0
44400,241,0,429,0
44420,243,0,428,0
44440,245,0,427,0
44460,246,0,427,0
44480,248,0,427,0
44500,249,0,428,0
44520,251,0,428,0
44540,252,0,428,0
44560,254,0,428,0
44580,255,0,428,0
44600,257,0,428,0
44620,259,0,525,0
44640,475,0,525,0
44660,475,0,525,0
44680,475,0,525,0
44700,475,0,525,0
44720,475,0,525,0
44740,475,0,525,0
44760,475,0,525,0
44780,475,0,525,0
44800,475,0,525,0
44820,475,0,525,0
44840,475,0,525,0
44860,474,0,525,0
44880,474,0,525,0
44900,473,0,525,0
44920,473,0,525,0
44940,472,0,525,0
44960,473,0,525,0
44980,474,0,525,0
45000,474,0,525,0
45020,475,0,525,0
45040,475,0,525,0
45060,475,0,525,0
45080,475,0,525,0
45100,475,0,526,0
45120,475,0,526,0
45140,475,0,526,0
45160,474,0,526,0
45180,474,0,526,0
45200,474,0,526,0
45220,473,0,526,0
45240,473,0,526,0
45260,473,0,526,0
45280,473,0,526,0
45300,474,0,526,0
45320,474,0,526,0
45340,473,0,526,0
45360,473,0,526,0
45380,473,0,526,0
45400,473,0,526,0
45420,474,0,526,0
45440,475,0,526,0
45460,476,0,526,0
45480,477,0,526,0
45500,478,0,527,0
45520,479,0,527,0
45540,480,0,527,0
45560,482,0,527,0
45580,483,0,527,0
45600,484,0,525,0
45620,485,0,523,0
45640,486,0,522,0
45660,487,0,520,0
45680,488,0,518,0
45700,489,0,517,0
45720,490,0,515,0
45740,491,0,513,0
45760,492,0,512,0
45780,493,0,510,0
45800,495,0,508,0
45820,496,0,506,0
45840,475,0,525,0
45860,475,0,525,0
45880,475,0,525,0
45900,475,0,525,0
45920,475,0,525,0
45940,475,0,525,0
45960,475,0,525,0
45980,475,0,525,0
46000,475,0,525,0
46020,475,0,525,0
46040,475,0,525,0
46060,475,0,525,0
46080,475,0,525,0
46100,475,0,525,0
46120,476,0,525,0
46140,478,0,525,0
46160,480,0,525,0
46180,481,0,525,0
46200,483,0,525,0
46220,483,0,525,0
46240,484,0,525,0
46260,484,0,525,0
46280,485,0,525,0
46300,485,0,525,0
46320,485,0,525,0
46340,484,0,524,0
46360,483,0,523,0
46380,481,0,522,0
46400,480,0,520,0
46420,478,0,520,0
46440,477,0,519,0
46460,475,0,518,0
46480,474,0,517,0
46500,472,0,516,0
46520,470,0,516,0
46540,468,0,515,0
46560,467,0,515,0
46580,465,0,514,0
46600,463,0,513,0
46620,461,0,513,0
46640,460,0,512,0
46660,458,0,512,0
46680,456,0,511,0
46700,454,0,511,0
46720,451,0,510,0
46740,448,0,509,0
46760,446,0,508,0
46780,443,0,507,0
46800,440,0,506,0
46820,438,0,505,0
46840,435,0,504,0
46860,433,0,502,0
46880,430,0,501,0
46900,427,0,500,0
46920,424,0,499,0
46940,421,0,497,0
46960,418,0,496,0
46980,416,0,495,0
47000,413,0,494,0
47020,410,0,493,0
47040,408,0,492,0
47060,406,0,491,0
47080,404,0,490,0
47100,402,0,489,0
47120,400,0,488,0
47140,398,0,486,0
47160,396,0,485,0
47180,394,0,484,0
47200,393,0,482,0
47220,391,0,481,0
47240,390,0,479,0
47260,389,0,478,0
47280,388,0,477,0
47300,387,0,476,0
47320,385,0,474,0
47340,384,0,473,0
47360,383,0,472,0
47380,382,0,471,0
47400,381,0,470,0
47420,379,0,469,0
47440,378,0,468,0
47460,377,0,467,0
47480,375,0,466,0
47500,374,0,466,0
47520,373,0,465,0
47540,372,0,465,0
47560,370,0,464,0
47580,369,0,464,0
47600,367,0,464,0
47620,366,0,464,0
47640,364,0,463,0
47660,363,0,463,0
47680,361,0,463,0
47700,359,0,462,0
47720,358,0,462,0
47740,356,0,462,0
47760,354,0,462,0
47780,351,0,462,0
47800,348,0,462,0
47820,346,0,462,0
47840,343,0,462,0
47860,340,0,462,0
47880,337,0,462,0
47900,334,0,463,0
47920,332,0,463,0
47940,329,0,463,0
47960,327,0,463,0
47980,325,0,463,0
48000,323,0,464,0
48020,321,0,464,0
48040,319,0,464,0
48060,316,0,463,0
48080,314,0,463,0
48100,312,0,463,0
48120,310,0,463,0
48140,308,0,463,0
48160,307,0,463,0
48180,305,0,463,0
48200,303,0,463,0
48220,301,0,463,0
48240,300,0,462,0
48260,299,0,462,0
48280,298,0,462,0
48300,297,0,462,0
48320,296,0,463,0
48340,296,0,463,0
48360,295,0,463,0
48380,294,0,464,0
48400,294,0,464,0
48420,293,0,465,0
48440,292,0,465,0
48460,292,0,465,0
48480,291,0,465,0
48500,290,0,465,0
48520,290,0,465,0
48540,289,0,466,0
48560,289,0,466,0
48580,289,0,466,0
48600,289,0,466,0
48620,289,0,466,0
48640,289,0,466,0
48660,289,0,466,0
48680,289,0,466,0
48700,290,0,466,0
48720,291,0,466,0
48740,292,0,466,0
48760,292,0,466,0
48780,292,0,466,0
48800,292,0,466,0
48820,293,0,466,0
48840,293,0,466,0
48860,293,0,466,0
48880,295,0,466,0
48900,296,0,465,0
48920,297,0,464,0
48940,298,0,464,0
48960,300,0,463,0
48980,302,0,463,0
49000,304,0,462,0
49020,305,0,462,0
49040,307,0,462,0
49060,308,0,462,0
49080,310,0,462,0
49100,311,0,462,0
49120,312,0,462,0
49140,313,0,462,0
49160,314,0,462,0
49180,315,0,462,0
49200,316,0,462,0
49220,316,0,462,0
49240,316,0,462,0
49260,316,0,462,0
49280,317,0,463,0
49300,317,0,463,0
49320,317,0,462,0
49340,316,0,462,0
49360,316,0,461,0
49380,315,0,461,0
49400,315,0,460,0
49420,314,0,459,0
49440,313,0,458,0
49460,312,0,456,0
49480,312,0,454,0
49500,312,0,454,0
49520,312,0,454,0
49540,312,0,454,0
49560,312,0,454,0
49580,312,0,454,0
49600,312,0,453,0
49620,312,0,453,0
49640,312,0,452,0
49660,311,0,451,0
49680,311,0,450,0
49700,311,0,449,0
49720,310,0,448,0
49740,310,0,448,0
49760,310,0,448,0
49780,310,0,448,0
49800,310,0,447,0
49820,311,0,448,0
49840,311,0,448,0
49860,311,0,449,0
49880,312,0,449,0
49900,312,0,450,0
49920,313,0,450,0
49940,313,0,451,0
49960,314,0,451,0
49980,314,0,452,0
50000,315,0,452,0
50020,316,0,453,0
50040,317,0,453,0
50060,318,0,453,0
50080,319,0,451,0
50100,320,0,449,0
50120,321,0,446,0
50140,322,0,443,0
50160,322,0,441,0
50180,323,0,438,0
50200,324,0,435,0
50220,324,0,433,0
50240,325,0,430,0
50260,325,0,427,0
50280,325,0,425,0
50300,325,0,422,0
50320,326,0,419,0
50340,325,0,417,0
50360,324,0,414,0
50380,324,0,412,0
50400,323,0,409,0
50420,322,0,406,0
50440,321,0,404,0
50460,320,0,401,0
50480,319,0,398,0
50500,318,0,396,0
50520,318,0,393,0
50540,317,0,390,0
50560,317,0,388,0
50580,316,0,385,0
50600,315,0,382,0
50620,314,0,380,0
50640,313,0,377,0
50660,312,0,374,0
50680,311,0,371,0
50700,308,0,365,0
50720,305,0,359,0
50740,302,0,354,0
50760,299,0,348,0
50780,295,0,342,0
50800,292,0,337,0
50820,289,0,335,0
50840,286,0,334,0
50860,284,0,332,0
50880,281,0,331,0
