47,x_avt,,x_avt,
50900,279,0,330,0
50920,277,0,329,0
50940,275,0,327,0
50960,273,0,326,0
50980,270,0,325,0
51000,268,0,324,0
51020,266,0,323,0
51040,264,0,322,0
51060,262,0,322,0
51080,259,0,321,0
51100,257,0,320,0
51120,255,0,319,0
51140,253,0,318,0
51160,251,0,317,0
51180,248,0,317,0
51200,246,0,316,0
51220,244,0,316,0
51240,242,0,315,0
51260,239,0,315,0
51280,237,0,316,0
51300,235,0,316,0
51320,233,0,316,0
51340,232,0,317,0
51360,230,0,317,0
51380,229,0,318,0
51400,227,0,319,0
51420,226,0,320,0
51440,224,0,321,0
51460,223,0,322,0
51480,221,0,323,0
51500,220,0,324,0
51520,219,0,325,0
51540,217,0,326,0
51560,216,0,327,0
51580,215,0,329,0
51600,214,0,330,0
51620,213,0,332,0
51640,213,0,333,0
51660,212,0,334,0
51680,212,0,336,0
51700,212,0,338,0
51720,212,0,339,0
51740,211,0,341,0
51760,211,0,342,0
51780,211,0,344,0
51800,212,0,346,0
51820,213,0,347,0
51840,213,0,348,0
51860,214,0,350,0
51880,215,0,351,0
51900,215,0,352,0
51920,216,0,353,0
51940,217,0,355,0
51960,218,0,356,0
51980,218,0,357,0
52000,219,0,358,0
52020,220,0,358,0
52040,220,0,359,0
52060,221,0,359,0
52080,222,0,360,0
52100,222,0,361,0
52120,223,0,361,0
52140,224,0,362,0
52160,224,0,363,0
52180,225,0,363,0
52200,226,0,364,0
52220,226,0,365,0
52240,227,0,365,0
52260,232,0,366,0
52280,237,0,368,0
52300,243,0,371,0
52320,248,0,374,0
52340,253,0,377,0
52360,259,0,379,0
52380,264,0,382,0
52400,268,0,385,0
52420,269,0,388,0
52440,270,0,390,0
52460,271,0,391,0
52480,272,0,393,0
52500,273,0,395,0
52520,273,0,396,0
52540,272,0,398,0
52560,271,0,400,0
52580,270,0,401,0
52600,269,0,403,0
52620,267,0,405,0
52640,266,0,406,0
52660,264,0,408,0
52680,263,0,410,0
52700,261,0,411,0
52720,259,0,413,0
52740,258,0,415,0
52760,256,0,418,0
52780,255,0,419,0
52800,253,0,420,0
52820,254,0,421,0
52840,254,0,422,0
52860,255,0,423,0
52880,255,0,424,0
52900,255,0,425,0
52920,256,0,427,0
52940,258,0,428,0
52960,259,0,429,0
52980,262,0,431,0
53000,264,0,432,0
53020,266,0,432,0
53040,268,0,432,0
53060,270,0,433,0
53080,273,0,433,0
53100,275,0,433,0
53120,277,0,433,0
53140,279,0,433,0
53160,281,0,433,0
53180,284,0,434,0
53200,286,0,435,0
53220,288,0,436,0
53240,290,0,437,0
53260,292,0,438,0
53280,297,0,439,0
53300,301,0,439,0
53320,305,0,440,0
53340,310,0,440,0
53360,314,0,441,0
53380,318,0,441,0
53400,322,0,441,0
53420,326,0,441,0
53440,326,0,442,0
53460,327,0,442,0
53480,328,0,442,0
53500,329,0,443,0
53520,330,0,444,0
53540,329,0,445,0
53560,329,0,446,0
53580,329,0,447,0
53600,328,0,449,0
53620,328,0,450,0
53640,327,0,451,0
53660,326,0,452,0
53680,325,0,453,0
53700,324,0,454,0
53720,324,0,455,0
53740,323,0,456,0
53760,322,0,457,0
53780,321,0,458,0
53800,319,0,459,0
53820,318,0,460,0
53840,317,0,461,0
53860,316,0,462,0
53880,315,0,463,0
53900,313,0,464,0
53920,312,0,465,0
53940,310,0,466,0
53960,309,0,467,0
53980,308,0,470,0
54000,306,0,473,0
54020,305,0,477,0
54040,304,0,480,0
54060,303,0,483,0
54080,302,0,486,0
54100,301,0,489,0
54120,300,0,490,0
54140,300,0,491,0
54160,299,0,492,0
54180,299,0,493,0
54200,299,0,494,0
54220,299,0,495,0
54240,299,0,496,0
54260,300,0,498,0
54280,300,0,499,0
54300,301,0,500,0
54320,303,0,501,0
54340,304,0,502,0
54360,305,0,503,0
54380,306,0,504,0
54400,308,0,506,0
54420,309,0,507,0
54440,310,0,508,0
54460,311,0,509,0
54480,313,0,510,0
54500,314,0,511,0
54520,316,0,512,0
54540,318,0,513,0
54560,319,0,514,0
54580,321,0,514,0
54600,323,0,515,0
54620,324,0,515,0
54640,326,0,515,0
54660,327,0,516,0
54680,329,0,516,0
54700,330,0,516,0
54720,332,0,517,0
54740,333,0,517,0
54760,334,0,518,0
54780,335,0,518,0
54800,337,0,519,0
54820,338,0,519,0
54840,339,0,519,0
54860,340,0,520,0
54880,341,0,519,0
54900,343,0,519,0
54920,344,0,519,0
54940,345,0,518,0
54960,346,0,518,0
54980,348,0,517,0
55000,349,0,516,0
55020,350,0,514,0
55040,351,0,513,0
55060,352,0,512,0
55080,353,0,510,0
55100,355,0,509,0
55120,355,0,507,0
55140,355,0,506,0
55160,356,0,505,0
55180,356,0,504,0
55200,356,0,503,0
55220,355,0,502,0
55240,355,0,501,0
55260,354,0,500,0
55280,355,0,499,0
55300,355,0,498,0
55320,355,0,497,0
55340,356,0,495,0
55360,356,0,493,0
55380,357,0,492,0
55400,358,0,490,0
55420,359,0,488,0
55440,359,0,487,0
55460,361,0,485,0
55480,362,0,484,0
55500,363,0,482,0
55520,364,0,481,0
55540,365,0,479,0
55560,366,0,478,0
55580,367,0,476,0
55600,367,0,475,0
55620,368,0,473,0
55640,369,0,471,0
55660,370,0,470,0
55680,370,0,468,0
55700,371,0,466,0
55720,372,0,464,0
55740,373,0,463,0
55760,373,0,461,0
55780,374,0,459,0
55800,375,0,458,0
55820,375,0,456,0
55840,376,0,455,0
55860,376,0,454,0
55880,376,0,453,0
55900,375,0,451,0
55920,375,0,450,0
55940,375,0,450,0
55960,374,0,449,0
55980,374,0,449,0
56000,373,0,449,0
56020,371,0,448,0
56040,369,0,448,0
56060,368,0,448,0
56080,366,0,447,0
56100,364,0,447,0
56120,363,0,447,0
56140,361,0,447,0
56160,359,0,447,0
56180,357,0,447,0
56200,355,0,447,0
56220,352,0,447,0
56240,350,0,448,0
56260,348,0,448,0
56280,346,0,449,0
56300,345,0,449,0
56320,344,0,450,0
56340,343,0,451,0
56360,342,0,451,0
56380,341,0,452,0
56400,340,0,453,0
56420,340,0,453,0
56440,339,0,454,0
56460,338,0,454,0
56480,337,0,455,0
56500,337,0,455,0
56520,336,0,456,0
56540,335,0,457,0
56560,335,0,458,0
56580,334,0,459,0
56600,334,0,460,0
56620,333,0,461,0
56640,333,0,462,0
56660,332,0,463,0
56680,332,0,465,0
56700,331,0,467,0
56720,331,0,469,0
56740,330,0,471,0
56760,330,0,473,0
56780,329,0,475,0
56800,329,0,475,0
56820,329,0,476,0
56840,329,0,477,0
56860,330,0,478,0
56880,330,0,478,0
56900,330,0,478,0
56920,330,0,478,0
56940,330,0,477,0
56960,330,0,477,0
56980,330,0,477,0
57000,329,0,476,0
57020,329,0,476,0
57040,329,0,475,0
57060,328,0,474,0
57080,328,0,473,0
57100,327,0,473,0
57120,327,0,472,0
57140,326,0,471,0
57160,325,0,470,0
57180,324,0,469,0
57200,323,0,468,0
57220,322,0,467,0
57240,321,0,466,0
57260,320,0,466,0
57280,318,0,465,0
57300,317,0,464,0
57320,316,0,463,0
57340,314,0,462,0
57360,313,0,461,0
57380,311,0,460,0
57400,309,0,459,0
57420,307,0,458,0
57440,305,0,458,0
57460,303,0,457,0
57480,301,0,456,0
57500,299,0,455,0
57520,296,0,454,0
57540,294,0,453,0
57560,291,0,452,0
57580,289,0,451,0
57600,286,0,450,0
57620,284,0,450,0
57640,281,0,449,0
57660,279,0,448,0
57680,275,0,447,0
57700,272,0,446,0
57720,269,0,445,0
57740,266,0,444,0
57760,262,0,442,0
57780,259,0,434,0
57800,256,0,427,0
57820,253,0,420,0
57840,250,0,412,0
57860,248,0,405,0
57880,245,0,398,0
57900,243,0,391,0
57920,240,0,384,0
57940,237,0,377,0
57960,235,0,370,0
57980,232,0,363,0
58000,230,0,356,0
58020,227,0,349,0
58040,225,0,342,0
58060,222,0,335,0
58080,220,0,327,0
58100,217,0,320,0
58120,216,0,313,0
58140,216,0,306,0
58160,216,0,299,0
58180,215,0,292,0
58200,215,0,285,0
58220,215,0,278,0
58240,215,0,271,0
58260,215,0,264,0
58280,215,0,257,0
58300,215,0,250,0
58320,215,0,242,0
58340,215,0,235,0
58360,216,0,228,0
58380,216,0,221,0
58400,216,0,214,0
58420,216,0,207,0
58440,216,0,200,0
58460,216,0,193,0
58480,216,0,186,0
58500,216,0,179,0
58520,216,0,172,0
58540,216,0,165,0
58560,216,0,157,0
58580,217,0,150,0
58600,217,0,143,0
58620,217,0,136,0
58640,217,0,129,0
58660,217,0,122,0
58680,217,0,115,0
58700,217,0,108,0
58720,217,0,101,0
58740,217,0,94,0
58760,217,0,86,0
58780,217,0,78,0
58800,218,0,70,0
58820,218,0,525,0
58840,475,0,525,0
58860,475,0,525,0
58880,475,0,525,0
58900,475,0,524,0
58920,475,0,524,0
58940,475,0,523,0
58960,475,0,523,0
58980,475,0,522,0
59000,475,0,523,0
59020,475,0,523,0
59040,475,0,524,0
59060,475,0,524,0
59080,475,0,525,0
59100,474,0,525,0
59120,474,0,525,0
59140,473,0,526,0
59160,472,0,525,0
59180,472,0,525,0
59200,471,0,525,0
59220,471,0,525,0
59240,471,0,525,0
59260,471,0,525,0
59280,471,0,525,0
59300,471,0,524,0
59320,471,0,524,0
59340,470,0,524,0
59360,468,0,523,0
59380,467,0,523,0
59400,465,0,522,0
59420,463,0,522,0
59440,461,0,521,0
59460,459,0,521,0
59480,458,0,521,0
59500,454,0,520,0
59520,451,0,520,0
59540,448,0,519,0
59560,445,0,519,0
59580,442,0,519,0
59600,439,0,518,0
59620,436,0,518,0
59640,433,0,517,0
59660,431,0,517,0
59680,429,0,516,0
59700,427,0,515,0
59720,425,0,511,0
59740,424,0,507,0
59760,422,0,502,0
59780,420,0,498,0
59800,418,0,494,0
59820,416,0,490,0
59840,414,0,486,0
59860,411,0,484,0
59880,408,0,483,0
59900,405,0,481,0
59920,402,0,480,0
59940,398,0,478,0
59960,395,0,477,0
59980,392,0,475,0
60000,389,0,474,0
