47,,,,
20,475,0,525,0
40,475,0,525,0
60,475,0,525,0
80,475,0,525,0
100,475,0,525,0
120,475,0,525,0
140,475,0,525,0
160,475,0,525,0
180,475,0,524,0
200,475,0,524,0
220,475,0,523,0
240,475,0,522,0
260,475,0,519,0
280,475,0,517,0
300,475,0,514,0
320,475,0,513,0
340,475,0,512,0
360,475,0,511,0
380,475,0,510,0
400,475,0,510,0
420,475,0,510,0
440,475,0,511,0
460,475,0,511,0
480,475,0,512,0
500,475,0,512,0
520,475,0,512,0
540,475,0,512,0
560,475,0,511,0
580,475,0,511,0
600,475,0,510,0
620,472,0,509,0
640,462,0,508,0
660,453,0,506,0
680,444,0,505,0
700,434,0,505,0
720,425,0,505,0
740,416,0,504,0
760,406,0,504,0
780,397,0,504,0
800,388,0,503,0
820,378,0,500,0
840,369,0,497,0
860,369,0,494,0
880,370,0,491,0
900,371,0,489,0
920,371,0,486,0
940,367,0,482,0
960,363,0,479,0
980,359,0,476,0
1000,360,0,473,0
1020,361,0,470,0
1040,362,0,467,0
1060,362,0,463,0
1080,362,0,460,0
1100,362,0,457,0
1120,362,0,454,0
1140,361,0,451,0
1160,361,0,448,0
1180,361,0,444,0
1200,362,0,441,0
1220,363,0,439,0
1240,365,0,437,0
1260,367,0,434,0
1280,369,0,433,0
1300,371,0,431,0
1320,373,0,429,0
1340,375,0,428,0
1360,378,0,427,0
1380,380,0,427,0
1400,381,0,426,0
1420,383,0,426,0
1440,384,0,426,0
1460,385,0,426,0
1480,386,0,426,0
1500,388,0,426,0
1520,389,0,426,0
1540,390,0,426,0
1560,391,0,425,0
1580,393,0,425,0
1600,394,0,424,0
1620,395,0,424,0
1640,396,0,423,0
1660,397,0,422,0
1680,398,0,421,0
1700,399,0,420,0
1720,400,0,419,0
1740,401,0,418,0
1760,402,0,417,0
1780,402,0,416,0
1800,403,0,415,0
1820,403,0,414,0
1840,403,0,413,0
1860,404,0,412,0
1880,404,0,410,0
1900,404,0,409,0
1920,404,0,408,0
1940,403,0,406,0
1960,403,0,405,0
1980,402,0,404,0
2000,401,0,402,0
2020,400,0,402,0
2040,400,0,401,0
2060,399,0,400,0
2080,398,0,400,0
2100,397,0,399,0
2120,397,0,398,0
2140,396,0,398,0
2160,395,0,397,0
2180,394,0,397,0
2200,390,0,397,0
2220,385,0,396,0
2240,381,0,397,0
2260,376,0,398,0
2280,372,0,399,0
2300,367,0,399,0
2320,363,0,400,0
2340,359,0,401,0
2360,356,0,402,0
2380,353,0,403,0
2400,350,0,403,0
2420,347,0,403,0
2440,345,0,403,0
2460,342,0,403,0
2480,340,0,403,0
2500,338,0,402,0
2520,337,0,402,0
2540,335,0,403,0
2560,334,0,403,0
2580,332,0,404,0
2600,332,0,404,0
2620,332,0,406,0
2640,332,0,407,0
2660,331,0,408,0
2680,332,0,409,0
2700,332,0,411,0
2720,332,0,412,0
2740,332,0,413,0
2760,333,0,414,0
2780,333,0,415,0
2800,333,0,416,0
2820,333,0,416,0
2840,334,0,417,0
2860,334,0,417,0
2880,334,0,417,0
2900,335,0,417,0
2920,335,0,417,0
2940,335,0,417,0
2960,337,0,417,0
2980,338,0,418,0
3000,339,0,417,0
3020,341,0,417,0
3040,343,0,417,0
3060,344,0,416,0
3080,347,0,416,0
3100,349,0,415,0
3120,351,0,414,0
3140,352,0,414,0
3160,353,0,414,0
3180,354,0,415,0
3200,355,0,415,0
3220,356,0,415,0
3240,356,0,414,0
3260,357,0,414,0
3280,357,0,414,0
3300,358,0,413,0
3320,358,0,412,0
3340,358,0,411,0
3360,357,0,410,0
3380,357,0,409,0
3400,357,0,409,0
3420,355,0,409,0
3440,354,0,410,0
3460,352,0,410,0
3480,350,0,411,0
3500,348,0,412,0
3520,346,0,413,0
3540,345,0,414,0
3560,344,0,416,0
3580,343,0,416,0
3600,342,0,416,0
3620,341,0,416,0
3640,340,0,416,0
3660,339,0,416,0
3680,338,0,415,0
3700,337,0,416,0
3720,336,0,417,0
3740,334,0,417,0
3760,333,0,418,0
3780,331,0,419,0
3800,330,0,421,0
3820,329,0,424,0
3840,328,0,427,0
3860,328,0,430,0
3880,327,0,432,0
3900,327,0,435,0
3920,328,0,436,0
3940,329,0,436,0
3960,330,0,435,0
3980,331,0,435,0
4000,332,0,434,0
4020,333,0,433,0
4040,335,0,431,0
4060,336,0,430,0
4080,338,0,430,0
4100,339,0,430,0
4120,341,0,430,0
4140,343,0,430,0
4160,346,0,430,0
4180,349,0,430,0
4200,351,0,430,0
4220,354,0,430,0
4240,356,0,429,0
4260,359,0,428,0
4280,362,0,427,0
4300,364,0,426,0
4320,366,0,424,0
4340,368,0,422,0
4360,370,0,420,0
4380,372,0,418,0
4400,373,0,416,0
4420,374,0,414,0
4440,375,0,412,0
4460,376,0,411,0
4480,378,0,410,0
4500,379,0,408,0
4520,379,0,407,0
4540,380,0,407,0
4560,380,0,406,0
4580,381,0,406,0
4600,380,0,406,0
4620,380,0,407,0
4640,379,0,407,0
4660,378,0,407,0
4680,377,0,408,0
4700,376,0,408,0
4720,375,0,408,0
4740,373,0,409,0
4760,372,0,409,0
4780,370,0,409,0
4800,368,0,409,0
4820,367,0,408,0
4840,365,0,408,0
4860,363,0,408,0
4880,361,0,408,0
4900,359,0,408,0
4920,358,0,408,0
4940,356,0,409,0
4960,354,0,409,0
4980,352,0,409,0
5000,352,0,412,0
5020,351,0,415,0
5040,350,0,418,0
5060,349,0,421,0
5080,349,0,424,0
5100,348,0,427,0
5120,347,0,429,0
5140,346,0,428,0
5160,345,0,428,0
5180,344,0,428,0
5200,343,0,428,0
5220,343,0,428,0
5240,342,0,428,0
5260,342,0,428,0
